uid	age	gender
23030731	25-34	M
23134000	25-34	M
23135772	18-24	M
23166284	25-34	M
23230103	18-24	M
23255035	50-55	M
23285552	18-24	F
23389760	18-24	F
23406231	18-24	M
23424292	18-24	M
23432107	25-34	M
23481622	18-24	M
23503179	25-34	M
23511418	Under 18	F
23514255	18-24	M
23532454	18-24	M
23579849	18-24	F
23615325	25-34	M
23628893	25-34	M
23703379	18-24	M
23726161	18-24	M
23727268	18-24	F
23728945	18-24	M
23775280	25-34	M
23818027	18-24	M
23823517	35-44	M
23848324	Under 18	M
23861296	18-24	M
23862292	18-24	M
23957263	18-24	M
23962074	18-24	F
24074182	18-24	M
24088136	18-24	M
24109485	25-34	M
24208545	25-34	M
24214479	18-24	M
24223910	18-24	M
24257008	18-24	M
24276565	18-24	M
24324865	25-34	M
24336504	25-34	M
24352081	18-24	M
24388910	18-24	M
24392785	25-34	M
24394751	50-55	M
24446417	18-24	M
24458093	25-34	F
24487868	18-24	F
24521594	18-24	F
24556643	18-24	F
24563766	18-24	M
24577416	18-24	F
24580119	18-24	M
24583048	18-24	M
24595413	18-24	M
24605139	18-24	M
24649398	25-34	M
24651625	18-24	F
24670377	18-24	F
24673565	18-24	M
24687159	18-24	M
24698129	18-24	F
24700221	35-44	M
24776951	25-34	M
24828093	18-24	F
24840998	25-34	M
24847751	18-24	M
24869068	18-24	M
24906111	25-34	M
24924710	18-24	M
24925528	18-24	F
24937311	18-24	M
24944675	18-24	M
24965655	18-24	M
24970166	18-24	M
25011646	18-24	F
25044280	18-24	F
25122718	18-24	M
25139142	18-24	M
25200792	18-24	M
25207088	25-34	M
25232808	18-24	M
25267915	25-34	M
25275343	18-24	M
25277914	Under 18	M
25400978	18-24	M
25416745	18-24	M
25417125	25-34	M
25424423	18-24	F
25441124	18-24	M
25445598	18-24	F
25448334	25-34	M
25460937	18-24	M
25486943	18-24	M
25491495	18-24	M
25494300	25-34	M
25502261	25-34	M
25543096	18-24	M
25549322	25-34	M
25577343	18-24	F
25587502	18-24	M
25601588	18-24	F
25610268	18-24	F
25622835	18-24	M
25633483	25-34	M
25638616	35-44	M
25650483	18-24	M
25656971	35-44	M
25664164	18-24	M
25673536	18-24	M
25686449	18-24	M
25715244	18-24	M
25716861	18-24	M
25749413	18-24	M
25750106	18-24	M
25762347	18-24	F
25793613	18-24	M
25810471	18-24	M
25812103	50-55	M
25865602	18-24	M
25867926	18-24	F
25868125	18-24	F
25871397	18-24	M
25902669	18-24	M
25908791	25-34	M
25910265	25-34	M
25924363	25-34	M
25926654	35-44	M
25927238	18-24	F
25931631	18-24	M
25968954	18-24	M
25982569	18-24	M
25988610	18-24	M
26025119	18-24	M
26026097	Under 18	M
26049047	25-34	M
26068729	25-34	M
26072989	18-24	M
26078691	18-24	M
26118606	18-24	M
26140051	25-34	M
26160113	50-55	M
26178423	18-24	M
26208074	35-44	M
26209297	18-24	M
26233967	25-34	M
26236312	35-44	M
26249065	18-24	M
26302158	18-24	F
26330210	18-24	M
26351186	18-24	M
26388163	18-24	M
26392929	25-34	F
26394391	18-24	F
26406697	25-34	M
26406967	25-34	M
26411401	18-24	M
26458898	25-34	M
26466055	18-24	M
26469228	18-24	M
26472162		M
26475538	18-24	F
26476626	25-34	M
26501064	18-24	F
26528719	50-55	F
26569732	50-55	M
26575045	18-24	M
26600932	18-24	M
26605167	25-34	M
26637552	18-24	F
26654776	35-44	F
26668631	Under 18	M
26675680	18-24	M
26692492	Under 18	M
26702958	18-24	M
26731109	18-24	M
26776470	18-24	M
26785463	18-24	F
26788924	18-24	M
26809480	18-24	M
26825179	18-24	M
26869347	18-24	M
26871457	18-24	M
26893549	25-34	M
26912572	18-24	M
26932346	18-24	M
26937129	18-24	M
26937716	18-24	F
26971671	18-24	F
26988848	25-34	M
27019244	18-24	F
27044456	25-34	M
27047839	18-24	F
27058134	18-24	M
27061274	18-24	M
27085235	18-24	M
27096795	18-24	M
27102564	18-24	M
27106534	25-34	M
27151801	18-24	M
27162828	18-24	M
27172034	25-34	M
27174839	25-34	M
27176069	18-24	M
27201332	18-24	M
27208324	25-34	M
27268602	18-24	M
27271724		M
27277272	18-24	M
27279195	18-24	M
27304462	18-24	M
27356012	25-34	M
27365248	Under 18	M
27379027	18-24	M
27387470	18-24	M
27400029	18-24	M
27415487	18-24	M
27419635	25-34	M
27429848	25-34	M
27431224	18-24	M
27442745	18-24	F
27448809	18-24	M
27451701	18-24	M
27453179	18-24	M
27453284	18-24	F
27527890	Under 18	F
27541139	25-34	M
27550188	18-24	M
27555427	18-24	M
27646044	Under 18	F
27684031	18-24	M
27719299	25-34	F
27760472	18-24	F
27764252	18-24	M
27764888	25-34	M
27765272	18-24	M
27774791	25-34	M
27776677	35-44	M
27791042	18-24	M
27829271	18-24	M
27830265	Under 18	F
27843279	25-34	F
27844022	18-24	F
27852225	Under 18	F
27854264	18-24	M
27860896	18-24	F
27890174	Under 18	M
27890561	18-24	M
27900345	18-24	M
27901015	18-24	M
27926778	35-44	F
27931584	18-24	M
27951543	25-34	M
27975108	25-34	F
28009208	25-34	M
28058677	25-34	M
28062588	18-24	M
28073332	25-34	M
28082596	25-34	M
28102716	25-34	M
28126731	18-24	M
28137745	18-24	M
28158387	25-34	M
28199305	18-24	M
28237104	18-24	M
28241638	Under 18	F
28295560	18-24	F
28295756	25-34	F
28316940	18-24	F
28340086	35-44	M
28366229	18-24	M
28387538	Under 18	M
28400702		M
28440692	25-34	M
28449206	18-24	F
28470992	25-34	M
28480785	Under 18	F
28517536	18-24	M
28535891	35-44	M
28538432	18-24	M
28568773	18-24	F
28609926	25-34	F
28628675	18-24	M
28628859	18-24	F
28635026	35-44	M
28636230	18-24	M
28639079	18-24	M
28656397	18-24	M
28673526	18-24	F
28689531	Under 18	M
28705480	25-34	M
28729735	18-24	M
28731559	Under 18	F
28766710	18-24	M
28774732	18-24	M
28786248	Under 18	M
28788073	18-24	F
28815383	18-24	M
28826184	18-24	M
28829948	18-24	M
28861170	18-24	F
28902248	Under 18	M
28923099	18-24	F
28947731	18-24	M
28952240	18-24	M
28954422	25-34	M
28967189	25-34	M
28983291	18-24	M
28990495	25-34	M
28998197	25-34	F
29014513	18-24	M
29017351		F
29043659	18-24	M
29100960	18-24	M
29147164	18-24	M
29165218	Under 18	F
29169120	18-24	M
29191406	18-24	F
29206195	18-24	M
29252068	25-34	M
29252899	25-34	M
29287512	18-24	F
29292201	Under 18	M
29299294	25-34	M
29306313	25-34	F
29319499	25-34	M
29320966	18-24	M
29349669	18-24	M
29351718	18-24	F
29352077	Under 18	F
29374071	25-34	M
29381935	25-34	M
29397351	18-24	M
29399911	18-24	M
29401660	25-34	F
29416682	18-24	M
29430475	25-34	M
29430678	18-24	M
29432074	18-24	M
29433659	18-24	M
29437180	18-24	F
29460570	18-24	F
29506553	18-24	M
29519869	25-34	F
29531605	18-24	M
29555342	Under 18	F
29565154	18-24	M
29582533	18-24	F
29598330	18-24	M
29607215	Under 18	F
29634289	18-24	M
29638330	18-24	M
29638733	18-24	M
29648576	18-24	F
29666342	18-24	M
29673388	18-24	M
29684885	18-24	M
29686086	18-24	F
29699946	25-34	M
29716934	18-24	M
29719957	18-24	M
29732554	18-24	M
29764182	18-24	M
29770697	25-34	M
29786972	18-24	M
29830618	18-24	F
29879842	Under 18	F
29909186	25-34	M
29910864	18-24	F
29919163	25-34	M
29940229	25-34	M
29942401	25-34	M
29945725	25-34	F
29946712	Under 18	M
29951136	18-24	M
29957402	18-24	M
29964330	18-24	M
29974465	25-34	M
29991215	18-24	M
30020104	18-24	F
30020674	18-24	F
30024811	18-24	M
30032492	18-24	M
30066943	18-24	M
30071705	18-24	M
30079326	18-24	M
30090864	25-34	M
30091960	18-24	M
30092327	18-24	F
30121167	18-24	M
30140366	18-24	F
30142966	Under 18	F
30156901	18-24	F
30186586	18-24	F
30189082	18-24	F
30195581	18-24	M
30195884	18-24	F
30200182	18-24	M
30228239	Under 18	M
30246408	18-24	M
30248589	18-24	M
30253527	18-24	M
30274016	18-24	M
30293156	18-24	M
30331640	18-24	M
30360025	18-24	M
30363995	18-24	M
30364431	18-24	M
30369161	18-24	F
30370198	18-24	M
30420996	18-24	F
30468857	18-24	M
30502466	35-44	F
30517737	25-34	M
30526200	18-24	M
30541067	18-24	M
30543743	18-24	F
30544472	18-24	F
30559975	Under 18	M
30584909	50-55	M
30596520	18-24	M
30599963	18-24	F
30613670	35-44	M
30615580	18-24	M
30626728	18-24	F
30644144	18-24	M
30653790	18-24	M
30661792	25-34	M
30676440	25-34	F
30696153	45-49	M
30729490	18-24	F
30736795	18-24	M
30756231	18-24	M
30780785	35-44	M
30793138	18-24	M
30810399	18-24	M
30834566	45-49	M
30875830	18-24	M
30876884	18-24	M
30880269	25-34	M
30885277	18-24	F
30925010	18-24	M
30925220	18-24	F
30941757	25-34	M
30968282	18-24	M
30975301	18-24	M
30975970	18-24	F
30994908	18-24	M
30999583	18-24	M
30999637	25-34	M
31006318	Under 18	F
31008567	18-24	F
31040825	18-24	M
31098035	25-34	M
31130517	18-24	M
31134298	18-24	M
31138842	18-24	F
31141384	Under 18	F
31173101	18-24	F
31205627	35-44	M
31214733	25-34	M
31228633	Under 18	M
31235771	25-34	M
31248237	25-34	M
31255661	18-24	M
31257400	18-24	M
31299754	18-24	M
31317736	45-49	M
31320761	25-34	M
31340362	18-24	M
31352772	18-24	M
31354446	18-24	F
31363876	18-24	M
31365546	18-24	M
31372740	18-24	M
31383586	18-24	M
31388198	18-24	F
31398975	18-24	M
31431996	18-24	M
31479539	25-34	F
31494112	18-24	M
31498333	18-24	M
31538726	18-24	M
31543523	18-24	M
31594073	18-24	M
31596616	Under 18	M
31596797	35-44	M
31622892	18-24	M
31658764	25-34	F
31672927	18-24	M
31679002	Under 18	F
31683665	18-24	M
31701571	18-24	M
31709952	18-24	F
31715345	18-24	M
31732184	25-34	M
31733234	18-24	M
31743018	45-49	M
31765012	Under 18	M
31770722	18-24	F
31790177	18-24	M
31866473	25-34	F
31875860	18-24	F
31898903	18-24	M
31924773	25-34	M
31942542	18-24	M
31951388	Under 18	M
31965921	18-24	M
31978055	Under 18	M
31990407	25-34	M
32000065	Under 18	F
32003698	18-24	F
32026036	18-24	M
32028736	18-24	M
32038215	18-24	M
32044357	18-24	M
32068618	25-34	M
32076576	18-24	F
32085069	18-24	M
32090733	Under 18	F
32100393	18-24	M
32152459	18-24	M
32155901	18-24	F
32199377	18-24	M
32207059	25-34	F
32219446	18-24	F
32223454	18-24	F
32227013	18-24	M
32249430	18-24	M
32249764	25-34	M
32252242	18-24	M
32260647	Under 18	M
32264158	Under 18	F
32264557	18-24	F
32273986	18-24	M
32274401	18-24	M
32287490	Under 18	M
32304237	Under 18	F
32306845	25-34	M
32310186	18-24	M
32341324	18-24	M
32350368	35-44	M
32353332	25-34	M
32359746	18-24	M
32377443	18-24	M
32388254	18-24	F
32391794	Under 18	F
32394297	18-24	M
32419210	18-24	M
32429574	18-24	M
32431089	25-34	M
32459788	25-34	M
32468040	18-24	M
32501419	18-24	M
32504999	18-24	M
32506472	18-24	F
32510785	35-44	M
32514609	18-24	M
32558917	18-24	F
32565618	18-24	M
32568758	18-24	M
32582419	18-24	F
32626004	18-24	M
32641470	18-24	F
32656552	25-34	F
32667481	18-24	M
32674332	18-24	F
32739103	18-24	F
32746131	18-24	M
32787277	18-24	M
32801967	18-24	M
32807071	Under 18	M
32831410	25-34	M
32894889	18-24	F
32936519	Under 18	M
32939455	35-44	M
32945882	18-24	M
32953623	18-24	M
32957882	18-24	F
32959834	18-24	F
32970329	18-24	M
32987739	Under 18	M
33016322	18-24	M
33049709	18-24	F
33053226	18-24	F
33081992	25-34	M
33097872	Under 18	M
33125810	18-24	M
33128865	45-49	M
33130576	18-24	M
33133114	25-34	M
33133255	18-24	F
33139801	18-24	M
33141024	18-24	M
33145500	25-34	M
33149082	Under 18	M
33154217	18-24	M
33164644	25-34	M
33188935	18-24	M
33235041	25-34	M
33249153	18-24	M
33269271	18-24	M
33298919	18-24	M
33305405	18-24	M
33319920	18-24	M
33326122	18-24	M
33332816	25-34	F
33354766	18-24	M
33374758	18-24	M
33445178	18-24	M
33464152	Under 18	M
33464382	18-24	M
33473930	18-24	M
33492043	18-24	M
33512312	18-24	M
33520794	18-24	M
33528083	18-24	M
33531876	Under 18	M
33541032	18-24	M
33546934	25-34	M
33624110	18-24	M
33634412	18-24	M
33638122	18-24	F
33644585	18-24	M
33652023	35-44	M
33656393	18-24	F
33656524	18-24	F
33657112	18-24	M
33680615	18-24	M
33682879	18-24	F
33686145	18-24	M
33702149	25-34	M
33710490	18-24	F
33720364	18-24	M
33724726	25-34	M
33724809	18-24	F
33739929	18-24	M
33745136	35-44	M
33765274	18-24	F
33772036	18-24	M
33781620	25-34	M
33818117	18-24	M
33830477	18-24	M
33832971	18-24	M
33865981	35-44	M
33878035	18-24	M
33888128	18-24	M
33901683	25-34	M
33911770	18-24	M
33913261	Under 18	F
33916039	25-34	M
33922471	35-44	M
33926322	25-34	M
33931833	25-34	M
33948720	35-44	M
33951743	18-24	M
33952274	Under 18	M
33958950	18-24	F
33963861	18-24	M
33974278	18-24	M
33982568	18-24	F
33984961	25-34	M
33993412	18-24	M
34008833	25-34	M
34011745	18-24	M
34034198	18-24	M
34036677	18-24	M
34040775	18-24	M
34043586	18-24	M
34044669	18-24	M
34064685	18-24	M
34073042	25-34	M
34088988	Under 18	F
34129849	18-24	M
34130369	18-24	M
34132820	35-44	M
34132834	25-34	F
34133982	18-24	M
34135963	18-24	F
34159890	18-24	F
34166434	18-24	M
34190951	25-34	M
34201238	18-24	F
34226598	35-44	M
34228841	35-44	M
34243977	18-24	M
34259950	25-34	F
34261225	35-44	F
34266667	18-24	M
34295318	25-34	M
34339784	25-34	M
34357803	18-24	M
34358807	35-44	M
34378476	18-24	M
34386686	25-34	F
34408690	18-24	F
34409496	18-24	M
34430266	25-34	M
34470098	18-24	F
34480817	25-34	F
34497012	18-24	M
34508499	25-34	M
34509908	18-24	M
34524614	Under 18	M
34529735	Under 18	M
34543686	Under 18	F
34544942	25-34	M
34593799	25-34	M
34594515	18-24	M
34604130	18-24	M
34619297	18-24	M
34648657	18-24	M
34653493	18-24	M
34662107	18-24	M
34664500	18-24	M
34670522	18-24	M
34674442	25-34	F
34684898	45-49	M
34713413	18-24	M
34717261	18-24	M
34722627	18-24	M
34755359	18-24	F
34773651	25-34	F
34776955	35-44	M
34802094	18-24	F
34814219	18-24	M
34831275	35-44	M
34835827	18-24	M
34880555	18-24	M
34938353	18-24	F
34983920	18-24	M
34990928	18-24	M
35010687	Under 18	M
35012159	25-34	M
35028740	25-34	F
35043984	18-24	M
35050606	35-44	M
35072839	25-34	M
35074632	Under 18	F
35081559	18-24	M
35092357	18-24	M
35114367	18-24	F
35117692	Under 18	M
35123841	Under 18	M
35143379	18-24	M
35145686	Under 18	M
35148132	25-34	M
35162970	18-24	M
35170102	18-24	F
35185836	Under 18	M
35197093	Under 18	F
35202633	18-24	F
35209168	18-24	F
35228698	25-34	M
35228896	25-34	M
35238477	35-44	M
35241563	18-24	M
35257857	35-44	M
35261595	Under 18	F
35267737	Under 18	M
35275899	18-24	M
35276887	18-24	M
35302485	18-24	M
35312160	18-24	F
35361081	18-24	M
35361373	Under 18	M
35363657	18-24	M
35407581	18-24	M
35417838	18-24	F
35448758	18-24	M
35451819	18-24	M
35500788	18-24	M
35505744	18-24	M
35515464	25-34	M
35525455	Under 18	M
35533570	18-24	M
35536372	Under 18	M
35537146	18-24	M
35544092	18-24	M
35568583	25-34	M
35587242	18-24	M
35590045	18-24	M
35623684	18-24	M
35629638	18-24	M
35690295	25-34	M
35695013	Under 18	M
35734491	25-34	M
35761203	18-24	M
35786658	25-34	M
35809113	18-24	F
35813077	18-24	M
35827387	Under 18	M
35898055	Under 18	M
35919489	18-24	M
35929096	Under 18	M
35931923	25-34	M
35943910	Under 18	F
35944874	18-24	F
35961007	35-44	F
35961025	18-24	M
35971249	18-24	M
36003674	18-24	M
36011307	18-24	M
36011493	18-24	F
36017998	18-24	M
36052191	25-34	M
36053459	18-24	F
36065610	18-24	F
36070945	18-24	M
36084672	18-24	F
36092716	35-44	F
36100346	18-24	M
36104019	18-24	F
36142815	18-24	M
36189267	25-34	M
36192007	18-24	M
36214239	Under 18	M
36220499	18-24	M
36226445	18-24	M
36230870	18-24	M
36231145	18-24	M
36245205	18-24	M
36247476	18-24	M
36248845	18-24	F
36254405	18-24	M
36302105	25-34	M
36314007	Under 18	M
36332252	18-24	F
36341610	25-34	M
36354763	Under 18	M
36365953	18-24	F
36393336	18-24	M
36398884	Under 18	M
36403398	18-24	F
36403786	18-24	M
36456696	25-34	M
36467356	18-24	M
36471458	18-24	M
36485381	18-24	F
36494453	18-24	M
36498454	35-44	M
36503883	Under 18	F
36505379	18-24	M
36507594	25-34	M
36513433	18-24	M
36517658	18-24	M
36553447	18-24	M
36577656	25-34	M
36647947	18-24	M
36708275	18-24	M
36728999	Under 18	M
36732243	25-34	M
36785723	18-24	F
36797741	25-34	M
36810219	18-24	M
36871252	25-34	F
36898821	18-24	M
36908236	25-34	M
36929667	18-24	M
36941927		F
36944164		M
36963045	18-24	M
36977529	18-24	M
37051704	25-34	M
37079436	25-34	M
37106065	18-24	M
37115730	18-24	F
37116542	18-24	F
37142984	Under 18	F
37166242	18-24	M
37169788	18-24	M
37172898	Under 18	M
37182345	25-34	M
37192212	25-34	M
37210634	25-34	M
37214414	45-49	M
37219629	18-24	F
37221238	Under 18	F
37243428	25-34	M
37266311	18-24	F
37267106	18-24	F
37271238	18-24	M
37285221	18-24	M
37336394	18-24	M
37338949	18-24	M
37411138	18-24	M
37413117	35-44	M
37435017	18-24	M
37437080	18-24	F
37439628	Under 18	M
37448288	18-24	M
37470119	25-34	M
37480530	25-34	M
37492660	Under 18	M
37493290	18-24	F
37508805	Under 18	F
37550979	18-24	M
37551016	25-34	M
37567206	18-24	M
37575573	Under 18	M
37591139	25-34	M
37593111	18-24	M
37600992	18-24	F
37608715	18-24	M
37654718	18-24	M
37735259	18-24	M
37745717	18-24	M
37757177	25-34	F
37758725	18-24	M
37776969	18-24	F
37781539	18-24	F
37797301	18-24	M
37849170	25-34	F
37922674	18-24	M
37949854	25-34	M
37961404	18-24	M
38026299	18-24	M
38027651	18-24	M
38048073	18-24	F
38072606	18-24	M
38080977	18-24	F
38096709	18-24	F
38107110	Under 18	M
38109711	Under 18	M
38118967	25-34	F
38123573	18-24	M
38124082	Under 18	M
38126820	18-24	F
38133732	18-24	M
38142906	18-24	M
38153085	Under 18	M
38155970	18-24	M
38189090		M
38220786	18-24	M
38223434	18-24	M
38227871	Under 18	M
38273228	25-34	M
38338282	18-24	M
38384757	18-24	M
38456955	18-24	F
38469360	18-24	M
38543708	18-24	F
38549509	18-24	M
38554063	18-24	F
38569663	18-24	F
38575244	18-24	F
38582236	18-24	M
38612064	18-24	F
38630302	Under 18	M
38646827	25-34	M
38701989	25-34	M
38711044	25-34	F
38737984	18-24	F
38737988	18-24	M
38745461		M
38762877	Under 18	F
38765782	18-24	M
38773455	Under 18	M
38774984	18-24	M
38776834	25-34	M
38782188	25-34	M
38788928	35-44	M
38833203	18-24	M
38836117	18-24	M
38844894	18-24	F
38862637	25-34	M
38863567	25-34	F
38877428	18-24	F
38880070	18-24	M
38886643	18-24	M
38910084	18-24	M
38919750	18-24	M
38927250	18-24	M
38930443	18-24	M
38939417	Under 18	F
38942281	18-24	M
38957855	Under 18	F
38959639	18-24	M
38978401	Under 18	F
38999009	18-24	M
39029440	25-34	F
39075102	25-34	M
39098483	25-34	M
39101906	18-24	M
39161359	18-24	F
39200519	35-44	M
39213702	25-34	M
39227173	18-24	M
39227948	18-24	M
39229443	18-24	F
39246492	18-24	M
39255315	18-24	M
39270887	18-24	M
39294522	18-24	M
39299057	25-34	M
39325246	18-24	M
39329596	18-24	F
39333396	25-34	M
39367780	Under 18	M
39372961	18-24	M
39378418	18-24	M
39387471	25-34	F
39401851	18-24	F
39422520	Under 18	M
39447526	Under 18	M
39470021	18-24	F
39480470	18-24	F
39490139	18-24	M
39513121	18-24	M
39525764	18-24	F
39551658	18-24	F
39561068		M
39576890	18-24	M
39584078	25-34	M
39585058	18-24	M
39615488	Under 18	F
39617487	18-24	M
39624316	18-24	F
39658721	18-24	M
39673315	25-34	M
39678902	25-34	M
39683363	18-24	F
39693680	25-34	M
39698765	Under 18	M
39708249	18-24	F
39712290	18-24	M
39713064	25-34	M
39740418	18-24	M
39746001	25-34	F
39756303	Under 18	F
39763806	25-34	M
39778323	18-24	F
39790390	25-34	M
39812515	25-34	M
39823587	Under 18	F
39827375	18-24	M
39829201	18-24	M
39839313	25-34	F
39842342	45-49	M
39858776	Under 18	F
39872908	25-34	M
39880613	18-24	M
39884129	18-24	M
39893299	18-24	M
39901806	18-24	M
39902977	Under 18	F
39910189	Under 18	M
39928997	25-34	M
39937517	18-24	M
39940657	Under 18	F
39943785	18-24	F
40016072	18-24	M
40016471	25-34	M
40041254	25-34	M
40046089	18-24	F
40046661	25-34	M
40054296	25-34	M
40059217	35-44	M
40081791	18-24	M
40098794	18-24	F
40106651	Under 18	F
40106966	25-34	M
40108379	Under 18	M
40109816	18-24	F
40116055	18-24	M
40156204	18-24	M
40156210	35-44	M
40179147	Under 18	M
40180541	18-24	M
40182755	18-24	M
40207481	18-24	M
40212287	18-24	F
40215969	25-34	M
40220081	18-24	M
40220711	18-24	M
40223525	18-24	M
40236154	18-24	M
40254888	18-24	M
40255099	Under 18	F
40267030	Under 18	M
40268295	18-24	M
40313604	18-24	F
40323080	18-24	M
40337528	18-24	M
40345539	18-24	F
40363382		M
40367062	18-24	M
40369105	18-24	F
40377663	18-24	M
40400131	18-24	M
40408395	18-24	M
40416260	18-24	M
40420354	18-24	M
40423444	18-24	M
40428705	18-24	M
40432857	Under 18	F
40460048	35-44	M
40461148	Under 18	F
40464030		M
40477227	25-34	M
40501078	18-24	F
40502892	18-24	M
40505193	Under 18	F
40507757	Under 18	M
40524896	18-24	M
40537787	Under 18	M
40544332	Under 18	M
40569767	18-24	M
40571710	18-24	M
40574613	Under 18	M
40575021	Under 18	F
40591561	18-24	F
40594129	18-24	M
40613303	50-55	M
40624978	25-34	M
40625518	45-49	M
40627075	Under 18	M
40635313	18-24	M
40663164	25-34	M
40664125	18-24	M
40668898	25-34	F
40669404	18-24	M
40704851	18-24	F
40707526	25-34	M
40718266	25-34	M
40726207	18-24	M
40732240	18-24	M
40739701	18-24	M
40757863		M
40784576	18-24	M
40784708	18-24	M
40790755	25-34	M
40819298	25-34	F
40841245	25-34	M
40843135	18-24	M
40866793	18-24	M
40871988	25-34	M
40876658	25-34	M
40882160	18-24	F
40883377	25-34	F
40894157	18-24	M
40896872	18-24	M
40911995	18-24	M
40916269	18-24	F
40932852	18-24	M
40949420	Under 18	M
40950237	50-55	F
40973308	18-24	M
40984626	25-34	M
40992200	18-24	M
41011853	18-24	F
41011953	18-24	F
41015365	18-24	M
41032599	18-24	M
41037631	18-24	F
41104914	18-24	F
41109935	Under 18	M
41156258	18-24	M
41190092	18-24	F
41206648	18-24	F
41208564	18-24	M
41211040		M
41232597	18-24	M
41235326	25-34	M
41284071	18-24	M
41286803	18-24	F
41297464	18-24	M
41311108	25-34	M
41312556	Under 18	M
41314720	18-24	M
41329151	18-24	M
41333925	35-44	M
41336915	35-44	F
41351485	18-24	M
41362015	18-24	F
41375179	25-34	M
41394142	18-24	F
41408161	Under 18	M
41439894	Under 18	M
41474602	18-24	F
41485967	18-24	F
41487548	18-24	M
41493462	18-24	M
41507561	18-24	M
41531789	25-34	M
41535818	25-34	F
41590492	Under 18	M
41611270	18-24	M
41615624	18-24	F
41623013	18-24	M
41674530	18-24	M
41683645	35-44	F
41685159	18-24	M
41688540	18-24	M
41690463	18-24	M
41703588	18-24	F
41729907	18-24	M
41736320	Under 18	F
41739364	18-24	M
41758322	18-24	M
41765687	18-24	M
41779367	Under 18	M
41806304	25-34	F
41817879	Under 18	M
41830926	50-55	M
41840493	18-24	F
41853255	18-24	F
41854478	Under 18	M
41885871	Under 18	F
41899215	25-34	M
41901357	18-24	M
41911247	18-24	M
41915512	25-34	M
41928327	Under 18	F
41955828	18-24	F
41967718	18-24	M
41980554	25-34	F
41981536	Under 18	F
41985630	18-24	F
41986366	Under 18	M
42005945	25-34	F
42036397	Under 18	M
42079586	18-24	M
42110059	18-24	M
42119737	18-24	M
42120668	18-24	F
42121248		M
42131327	18-24	M
42165695	25-34	F
42205143	18-24	M
42224949	25-34	M
42260474	18-24	F
42266853	Under 18	F
42280495	Under 18	F
42302607	18-24	M
42308536	18-24	F
42336439	25-34	M
42342296	18-24	M
42355287	Under 18	M
42362510	18-24	M
42371835	18-24	M
42375287	18-24	M
42415228	Under 18	M
42439361	18-24	M
42454924	25-34	M
42464176	Under 18	F
42473454	18-24	M
42475468	18-24	F
42478757	45-49	M
42485195	18-24	F
42495743	18-24	M
42506651	18-24	F
42522418	Under 18	M
42523522	Under 18	M
42524845	18-24	M
42539621	25-34	F
42546235	18-24	M
42557459	25-34	M
42563776	18-24	M
42590622	18-24	M
42594953	18-24	M
42601076	35-44	M
42614613	Under 18	F
42621542	25-34	M
42633017	Under 18	F
42639339	50-55	M
42653446	25-34	M
42656545	Under 18	M
42662840	Under 18	M
42668100	Under 18	M
42678612	18-24	M
42682126	35-44	M
42684158	25-34	M
42703929	18-24	F
42708111	18-24	F
42725530	18-24	F
42745118	18-24	M
42755304	Under 18	F
42776968	18-24	M
42781013	Under 18	F
42789645	18-24	M
42799443	25-34	M
42820342	Under 18	M
42831771	18-24	M
42889945	18-24	M
42922941	25-34	M
42923394	18-24	M
42935765	18-24	F
42938268	18-24	F
42960322	18-24	M
42973367	Under 18	M
42981309	18-24	M
43001853	18-24	F
43015612	18-24	M
43019039	Under 18	M
43027789	18-24	M
43028914	18-24	M
43039713	18-24	F
43046058	18-24	F
43085524	18-24	M
43088558	18-24	M
43100510	25-34	M
43115892	Under 18	F
45153131	18-24	M
45162026	18-24	M
45179116	18-24	M
45233479	18-24	M
45234153	18-24	F
45238130	18-24	M
45240204	35-44	M
45253106	18-24	M
45263873	18-24	F
45266618	Under 18	M
45272274	18-24	F
45286363	18-24	M
45293587	18-24	M
45293733	18-24	M
45308032	18-24	F
45314123	Under 18	M
45314198	Under 18	M
45324577	Under 18	F
45329671	18-24	M
45333269	18-24	M
45348348	18-24	F
45353578	18-24	F
45356088	25-34	M
45358509	50-55	M
45371768	25-34	F
45373302	Under 18	F
45375163	18-24	F
45377145	Under 18	M
45384585	Under 18	M
45400712	18-24	M
45413813	25-34	M
45414615	Under 18	F
45417088	35-44	M
45422125	18-24	F
45463112	18-24	M
45467029	18-24	F
45482758	35-44	F
45501298	25-34	M
45508847	18-24	F
45515096	Under 18	M
45530200	18-24	M
45538958	18-24	M
45538967	18-24	F
45550862	18-24	M
45559615	18-24	M
45564833	Under 18	M
45565771	18-24	F
45569337	Under 18	M
45596021	35-44	M
45601211	Under 18	F
45609522	50-55	M
45646234	18-24	M
45657725	25-34	M
45658719	Under 18	M
45662228	18-24	F
45667583	18-24	M
45671764	25-34	M
45675278	25-34	M
45677756	35-44	M
45687548	18-24	M
45698398	18-24	F
45720777	18-24	M
45736527	18-24	M
45749180	Under 18	M
45759328	25-34	M
45760635	18-24	M
45763286	18-24	M
45795134	35-44	M
45808219	Under 18	F
45825424	18-24	M
45827101	18-24	M
45840308	18-24	F
45853223	18-24	M
45854623	18-24	M
45862693	18-24	M
45868647	Under 18	M
45873985	18-24	M
45921485	18-24	M
45945095		M
45956142	18-24	M
45995551	25-34	M
46000116	18-24	M
46026467	18-24	M
46035881	18-24	M
46041646	25-34	M
