uid	gender	age
3230	M	35-44
3231	M	25-34
3232	M	35-44
3233	M	50-55
3234	F	Under 18
3235	M	18-24
3236	M	18-24
3237	M	35-44
3238	M	35-44
3239	F	25-34
3240	M	18-24
3241	F	50-55
3242	M	50-55
3243	M	25-34
3244	F	18-24
3245	M	18-24
3246	F	35-44
3247	M	35-44
3248	F	25-34
3249	F	25-34
3250	M	25-34
3251	M	35-44
3252	M	50-55
3253	F	35-44
3254	F	35-44
3255	F	25-34
3256	M	25-34
3257	M	25-34
3258	M	45-49
3259	F	18-24
3260	M	25-34
3261	M	45-49
3262	M	25-34
3263	M	50-55
3264	F	25-34
3265	M	25-34
3266	F	25-34
3267	M	25-34
3268	M	25-34
3269	F	18-24
3270	M	18-24
3271	F	35-44
3272	M	35-44
3273	M	35-44
3274	M	25-34
3275	M	35-44
3276	M	25-34
3277	M	25-34
3278	M	35-44
3279	M	45-49
3280	M	25-34
3281	M	25-34
3282	M	45-49
3283	M	35-44
3284	M	25-34
3285	M	25-34
3286	F	35-44
3287	M	56+
3288	M	25-34
3289	M	45-49
3290	M	25-34
3291	F	25-34
3292	F	50-55
3293	M	45-49
3294	M	18-24
3295	M	18-24
3296	M	18-24
3297	M	18-24
3298	M	Under 18
3299	F	25-34
3300	M	35-44
3301	F	25-34
3302	M	25-34
3303	M	56+
3304	F	45-49
3305	M	56+
3306	M	45-49
3307	M	50-55
3308	F	18-24
3309	M	25-34
3310	M	45-49
3311	M	25-34
3312	F	18-24
3313	M	35-44
3314	M	25-34
3315	M	25-34
3316	M	Under 18
3317	M	25-34
3318	M	56+
3319	F	56+
3320	M	25-34
3321	M	35-44
3322	F	18-24
3323	M	35-44
3324	M	35-44
3325	F	35-44
3326	M	45-49
3327	M	18-24
3328	M	56+
3329	M	50-55
3330	F	35-44
3331	F	25-34
3332	M	25-34
3333	M	18-24
3334	M	35-44
3335	M	25-34
3336	M	35-44
3337	M	25-34
3338	M	45-49
3339	M	25-34
3340	M	45-49
3341	M	25-34
3342	F	25-34
3343	F	18-24
3344	M	35-44
3345	M	25-34
3346	M	35-44
3347	F	35-44
3348	M	45-49
3349	F	18-24
3350	F	18-24
3351	F	18-24
3352	M	35-44
3353	M	35-44
3354	M	25-34
3355	M	25-34
3356	M	35-44
3357	M	25-34
3358	F	25-34
3359	M	25-34
3360	F	25-34
3361	M	25-34
3362	F	25-34
3363	F	35-44
3364	M	56+
3365	M	50-55
3366	M	35-44
3367	M	50-55
3368	M	25-34
3369	M	45-49
3370	M	18-24
3371	M	25-34
3372	M	56+
3373	M	18-24
3374	M	35-44
3375	M	25-34
3376	M	35-44
3377	M	25-34
3378	M	18-24
3379	M	35-44
3380	M	50-55
3381	M	25-34
3382	F	Under 18
3383	M	56+
3384	M	35-44
3385	F	25-34
3386	M	18-24
3387	M	18-24
3388	F	25-34
3389	M	18-24
3390	F	45-49
3391	M	18-24
3392	M	50-55
3393	M	35-44
3394	M	35-44
3395	M	25-34
3396	M	25-34
3397	M	25-34
3398	M	18-24
3399	M	25-34
3400	M	25-34
3401	M	35-44
3402	M	35-44
3403	M	35-44
3404	M	25-34
3405	M	35-44
3406	F	25-34
3407	F	45-49
3408	M	25-34
3409	M	25-34
3410	M	35-44
3411	M	18-24
3412	M	25-34
3413	F	25-34
3414	M	25-34
3415	M	35-44
3416	M	25-34
3417	F	18-24
3418	F	18-24
3419	M	45-49
3420	F	25-34
3421	M	45-49
3422	M	25-34
3423	M	25-34
3424	M	25-34
3425	M	18-24
3426	M	25-34
3427	M	25-34
3428	M	45-49
3429	F	25-34
3430	F	45-49
3431	F	45-49
3432	M	25-34
3433	M	18-24
3434	M	18-24
3435	M	45-49
3436	M	35-44
3437	F	25-34
3438	F	25-34
3439	M	18-24
3440	M	56+
3441	F	25-34
3442	M	18-24
3443	F	35-44
3444	M	50-55
3445	F	35-44
3446	M	25-34
3447	M	25-34
3448	F	18-24
3449	M	25-34
3450	M	25-34
3451	F	25-34
3452	M	25-34
3453	M	35-44
3454	M	18-24
3455	F	25-34
3456	M	25-34
3457	M	25-34
3458	M	45-49
3459	M	18-24
3460	M	Under 18
3461	M	35-44
3462	F	25-34
3463	M	25-34
3464	F	25-34
3465	M	25-34
3466	M	25-34
3467	M	25-34
3468	M	25-34
3469	M	45-49
3470	M	35-44
3471	M	18-24
3472	M	25-34
3473	F	35-44
3474	M	35-44
3475	M	25-34
3476	M	50-55
3477	F	50-55
3478	M	25-34
3479	M	18-24
3480	M	25-34
3481	M	18-24
3482	M	50-55
3483	F	45-49
3484	M	18-24
3485	M	25-34
3486	F	18-24
3487	M	18-24
3488	M	45-49
3489	M	18-24
3490	M	25-34
3491	M	25-34
3492	M	35-44
3493	M	25-34
3494	M	25-34
3495	M	18-24
3496	M	35-44
3497	F	35-44
3498	M	25-34
3499	M	25-34
3500	M	35-44
3501	F	35-44
3502	F	18-24
3503	M	18-24
3504	M	18-24
3505	F	25-34
3506	M	18-24
3507	M	25-34
3508	M	18-24
3509	M	18-24
3510	F	18-24
3511	M	50-55
3512	M	18-24
3513	M	25-34
3514	M	18-24
3515	M	35-44
3516	M	18-24
3517	M	18-24
3518	F	18-24
3519	F	25-34
3520	M	25-34
3521	M	25-34
3522	M	18-24
3523	M	35-44
3524	F	25-34
3525	F	18-24
3526	M	35-44
3527	M	25-34
3528	M	35-44
3529	F	45-49
3530	M	25-34
3531	F	25-34
3532	F	35-44
3533	M	25-34
3534	M	35-44
3535	M	45-49
3536	M	18-24
3537	M	Under 18
3538	M	35-44
3539	F	25-34
3540	M	18-24
3541	M	25-34
3542	M	25-34
3543	M	25-34
3544	F	25-34
3545	M	35-44
3546	M	25-34
3547	M	35-44
3548	M	45-49
3549	F	35-44
3550	M	25-34
3551	F	56+
3552	F	35-44
3553	M	35-44
3554	M	25-34
3555	M	56+
3556	M	25-34
3557	M	18-24
3558	M	18-24
3559	M	18-24
3560	F	25-34
3561	M	35-44
3562	F	25-34
3563	M	25-34
3564	M	25-34
3565	M	25-34
3566	M	45-49
3567	M	25-34
3568	M	25-34
3569	F	18-24
3570	M	35-44
3571	M	18-24
3572	M	35-44
3573	M	Under 18
3574	F	35-44
3575	M	25-34
3576	M	50-55
3577	F	56+
3578	M	50-55
3579	M	18-24
3580	F	18-24
3581	M	18-24
3582	F	35-44
3583	F	25-34
3584	M	18-24
3585	M	35-44
3586	M	35-44
3587	M	35-44
3588	M	25-34
3589	F	45-49
3590	F	18-24
3591	M	35-44
3592	F	56+
3593	F	25-34
3594	M	Under 18
3595	M	25-34
3596	F	35-44
3597	M	25-34
3598	M	56+
3599	M	25-34
3600	M	35-44
3601	F	35-44
3602	M	25-34
3603	F	35-44
3604	F	Under 18
3605	M	18-24
3606	F	25-34
3607	M	35-44
3608	F	35-44
3609	F	25-34
3610	M	18-24
3611	M	25-34
3612	M	25-34
3613	M	25-34
3614	M	25-34
3615	M	25-34
3616	M	45-49
3617	M	35-44
3618	M	56+
3619	M	50-55
3620	M	25-34
3621	M	18-24
3622	M	18-24
3623	M	35-44
3624	M	25-34
3625	M	18-24
3626	M	25-34
3627	F	35-44
3628	M	25-34
3629	F	50-55
3630	M	18-24
3631	M	18-24
3632	M	50-55
3633	M	35-44
3634	M	50-55
3635	M	50-55
3636	M	25-34
3637	M	25-34
3638	M	25-34
3639	M	18-24
3640	M	35-44
3641	M	25-34
3642	F	25-34
3643	M	25-34
3644	F	25-34
3645	M	35-44
3646	M	35-44
3647	M	25-34
3648	M	18-24
3649	F	25-34
3650	M	25-34
3651	M	25-34
3652	M	25-34
3653	M	18-24
3654	M	25-34
3655	F	25-34
3656	F	45-49
3657	M	18-24
3658	F	25-34
3659	M	18-24
3660	M	35-44
3661	M	35-44
3662	M	35-44
3663	F	35-44
3664	F	35-44
3665	M	25-34
3666	M	45-49
3667	F	Under 18
3668	F	45-49
3669	M	25-34
3670	M	45-49
3671	M	25-34
3672	M	35-44
3673	M	25-34
3674	M	25-34
3675	M	35-44
3676	F	35-44
3677	F	25-34
3678	M	25-34
3679	M	25-34
3680	F	25-34
3681	M	25-34
3682	F	50-55
3683	M	25-34
3684	M	25-34
3685	M	25-34
3686	M	25-34
3687	F	50-55
3688	M	18-24
3689	M	25-34
3690	M	18-24
3691	M	25-34
3692	M	35-44
3693	M	25-34
3694	M	25-34
3695	M	25-34
3696	M	35-44
3697	M	25-34
3698	M	25-34
3699	F	56+
3700	M	25-34
3701	M	35-44
3702	M	35-44
3703	M	18-24
3704	F	35-44
3705	M	45-49
3706	M	25-34
3707	F	18-24
3708	M	56+
3709	M	25-34
3710	M	Under 18
3711	M	35-44
3712	M	25-34
3713	F	25-34
3714	M	25-34
3715	M	18-24
3716	M	18-24
3717	M	35-44
3718	M	50-55
3719	M	25-34
3720	M	45-49
3721	M	25-34
3722	M	25-34
3723	M	25-34
3724	M	35-44
3725	M	18-24
3726	M	25-34
3727	M	35-44
3728	M	18-24
3729	M	18-24
3730	M	25-34
3731	M	25-34
3732	M	25-34
3733	M	18-24
3734	M	18-24
3735	M	25-34
3736	M	35-44
3737	M	25-34
3738	M	45-49
3739	M	56+
3740	M	18-24
3741	M	25-34
3742	M	25-34
3743	F	35-44
3744	M	25-34
3745	F	25-34
3746	M	25-34
3747	M	45-49
3748	M	18-24
3749	F	25-34
3750	F	18-24
3751	F	35-44
3752	F	18-24
3753	M	25-34
3754	M	56+
3755	F	50-55
3756	M	18-24
3757	M	25-34
3758	F	35-44
3759	M	35-44
3760	M	50-55
3761	M	25-34
3762	M	50-55
3763	M	25-34
3764	M	25-34
3765	F	50-55
3766	F	18-24
3767	M	25-34
3768	M	25-34
3769	M	25-34
3770	F	35-44
3771	M	25-34
3772	M	35-44
3773	M	35-44
3774	M	25-34
3775	M	35-44
3776	F	25-34
3777	M	18-24
3778	M	25-34
3779	F	45-49
3780	M	Under 18
3781	F	56+
3782	F	25-34
3783	M	25-34
3784	F	25-34
3785	F	25-34
3786	F	25-34
3787	F	25-34
3788	F	18-24
3789	F	25-34
3790	F	25-34
3791	M	50-55
3792	M	25-34
3793	M	18-24
3794	F	18-24
3795	F	18-24
3796	M	45-49
3797	M	25-34
3798	M	25-34
3799	M	18-24
3800	M	18-24
3801	M	18-24
3802	M	18-24
3803	F	35-44
3804	M	25-34
3805	F	35-44
3806	M	18-24
3807	F	35-44
3808	M	25-34
3809	M	35-44
3810	M	50-55
3811	M	25-34
3812	M	35-44
3813	M	35-44
3814	M	25-34
3815	M	25-34
3816	F	25-34
3817	M	35-44
3818	M	45-49
3819	M	25-34
3820	M	25-34
3821	M	25-34
3822	M	45-49
3823	M	56+
3824	M	25-34
3825	M	18-24
3826	M	25-34
3827	M	50-55
3828	M	25-34
3829	F	25-34
3830	M	18-24
3831	F	18-24
3832	F	25-34
3833	M	25-34
3834	M	18-24
3835	M	25-34
3836	F	50-55
3837	M	25-34
3838	F	25-34
3839	M	50-55
3840	F	25-34
3841	M	45-49
3842	F	35-44
3843	F	Under 18
3844	M	18-24
3845	M	25-34
3846	M	35-44
3847	M	25-34
3848	M	25-34
3849	M	35-44
3850	M	18-24
3851	M	25-34
3852	M	50-55
3853	M	25-34
3854	M	25-34
3855	M	25-34
3856	F	35-44
3857	M	18-24
3858	F	45-49
3859	M	25-34
3860	M	45-49
3861	M	18-24
3862	M	25-34
3863	M	25-34
3864	M	50-55
3865	F	Under 18
3866	M	45-49
3867	M	35-44
3868	M	18-24
3869	M	18-24
3870	M	25-34
3871	M	18-24
3872	M	25-34
3873	F	45-49
3874	M	25-34
3875	M	25-34
3876	M	25-34
3877	M	45-49
3878	M	35-44
3879	M	25-34
3880	M	25-34
3881	M	18-24
3882	M	56+
3883	M	50-55
3884	M	18-24
3885	M	25-34
3886	M	35-44
3887	M	18-24
3888	M	45-49
3889	M	45-49
3890	M	18-24
3891	F	56+
3892	M	25-34
3893	M	25-34
3894	M	35-44
3895	F	35-44
3896	M	35-44
3897	M	56+
3898	M	45-49
3899	M	25-34
3900	F	25-34
3901	M	18-24
3902	M	25-34
3903	M	25-34
3904	M	Under 18
3905	M	25-34
3906	M	50-55
3907	F	18-24
3908	M	25-34
3909	M	18-24
3910	M	25-34
3911	M	18-24
3912	M	25-34
3913	M	18-24
3914	M	35-44
3915	F	35-44
3916	M	25-34
3917	F	35-44
3918	M	25-34
3919	M	45-49
3920	M	35-44
3921	M	25-34
3922	M	18-24
3923	M	35-44
3924	M	50-55
3925	M	25-34
3926	M	25-34
3927	F	25-34
3928	M	25-34
3929	M	25-34
3930	M	56+
3931	M	25-34
3932	M	25-34
3933	F	35-44
3934	M	25-34
3935	M	35-44
3936	F	35-44
3937	M	56+
3938	M	25-34
3939	M	45-49
3940	M	35-44
3941	M	45-49
3942	M	18-24
3943	F	35-44
3944	F	35-44
3945	F	45-49
3946	F	25-34
3947	M	25-34
3948	F	45-49
3949	M	45-49
3950	M	25-34
3951	F	18-24
3952	F	45-49
3953	M	25-34
3954	M	18-24
3955	M	35-44
3956	M	25-34
3957	M	35-44
3958	M	45-49
3959	F	45-49
3960	F	35-44
3961	M	25-34
3962	F	56+
3963	M	50-55
3964	M	56+
3965	M	18-24
3966	M	25-34
3967	F	18-24
3968	M	25-34
3969	M	56+
3970	F	25-34
3971	F	18-24
3972	F	25-34
3973	M	25-34
3974	M	35-44
3975	F	25-34
3976	F	25-34
3977	M	35-44
3978	M	35-44
3979	F	50-55
3980	M	25-34
3981	F	45-49
3982	M	56+
3983	M	25-34
3984	M	25-34
3985	M	45-49
3986	M	25-34
3987	F	18-24
3988	F	25-34
3989	M	50-55
3990	M	25-34
3991	M	25-34
3992	M	25-34
3993	M	25-34
3994	M	50-55
3995	M	35-44
3996	M	18-24
3997	M	35-44
3998	M	45-49
3999	M	35-44
4000	M	35-44
4001	F	25-34
4002	M	45-49
4003	M	56+
4004	M	50-55
4005	M	35-44
4006	M	Under 18
4007	M	35-44
4008	M	18-24
4009	M	18-24
4010	M	25-34
4011	M	25-34
4012	M	18-24
4013	M	25-34
4014	M	25-34
4015	F	45-49
4016	M	50-55
4017	M	25-34
4018	F	45-49
4019	M	35-44
4020	M	25-34
4021	M	50-55
4022	M	35-44
4023	F	35-44
4024	M	25-34
4025	F	56+
4026	M	25-34
4027	F	25-34
4028	M	25-34
4029	F	56+
4030	M	35-44
4031	M	25-34
4032	M	25-34
4033	M	25-34
4034	M	25-34
4035	M	18-24
4036	M	25-34
4037	M	50-55
4038	M	50-55
4039	M	25-34
4040	M	25-34
4041	M	18-24
4042	M	35-44
4043	F	25-34
4044	F	35-44
4045	M	56+
4046	M	45-49
4047	M	18-24
4048	F	35-44
4049	M	45-49
4050	M	35-44
4051	M	18-24
4052	M	25-34
4053	M	25-34
4054	M	35-44
4055	M	50-55
4056	M	Under 18
4057	M	35-44
4058	M	25-34
4059	M	25-34
4060	M	25-34
4061	M	50-55
4062	M	25-34
4063	F	35-44
4064	M	45-49
4065	F	45-49
4066	M	25-34
4067	M	45-49
4068	M	56+
4069	M	35-44
4070	M	25-34
4071	M	25-34
4072	M	50-55
4073	M	25-34
4074	M	35-44
4075	M	25-34
4076	M	25-34
4077	F	35-44
4078	M	25-34
4079	M	35-44
4080	M	35-44
4081	M	18-24
4082	M	25-34
4083	M	56+
4084	M	56+
4085	F	25-34
4086	F	Under 18
4087	M	Under 18
4088	M	25-34
4089	M	25-34
4090	M	56+
4091	M	25-34
4092	F	25-34
4093	M	25-34
4094	M	25-34
4095	M	25-34
4096	M	25-34
4097	M	25-34
4098	M	35-44
4099	M	35-44
4100	M	56+
4101	M	18-24
4102	M	Under 18
4103	M	18-24
4104	M	18-24
4105	M	50-55
4106	M	25-34
4107	F	25-34
4108	M	35-44
4109	M	35-44
4110	F	45-49
4111	M	25-34
4112	M	45-49
4113	M	35-44
4114	M	35-44
4115	M	25-34
4116	M	35-44
4117	M	18-24
4118	M	25-34
4119	M	50-55
4120	M	25-34
4121	M	45-49
4122	M	18-24
4123	F	25-34
4124	M	25-34
4125	M	35-44
4126	M	25-34
4127	M	50-55
4128	M	35-44
4129	M	56+
4130	M	35-44
4131	M	45-49
4132	M	25-34
4133	M	45-49
4134	F	45-49
4135	M	Under 18
4136	M	50-55
4137	M	25-34
4138	M	25-34
4139	M	56+
4140	M	25-34
4141	M	35-44
4142	M	56+
4143	F	25-34
4144	M	18-24
4145	F	50-55
4146	M	35-44
4147	F	50-55
4148	F	35-44
4149	M	35-44
4150	M	25-34
4151	M	45-49
4152	M	25-34
4153	M	50-55
4154	M	25-34
4155	M	50-55
4156	M	56+
4157	M	50-55
4158	F	Under 18
4159	F	50-55
4160	M	35-44
4161	M	45-49
4162	F	25-34
4163	M	56+
4164	M	35-44
4165	F	25-34
4166	F	25-34
4167	M	25-34
4168	F	45-49
4169	M	50-55
4170	M	45-49
4171	M	56+
4172	M	35-44
4173	F	18-24
4174	F	35-44
4175	M	35-44
4176	M	45-49
4177	M	35-44
4178	F	50-55
4179	F	35-44
4180	M	56+
4181	F	25-34
4182	M	25-34
4183	M	25-34
4184	M	50-55
4185	M	25-34
4186	M	25-34
4187	F	56+
4188	M	50-55
4189	M	35-44
4190	M	45-49
4191	F	45-49
4192	M	35-44
4193	M	56+
4194	M	18-24
4195	F	56+
4196	M	35-44
4197	F	45-49
4198	M	18-24
4199	F	25-34
4200	M	45-49
4201	F	25-34
4202	M	25-34
4203	M	25-34
4204	M	35-44
4205	F	25-34
4206	F	35-44
4207	M	35-44
4208	F	35-44
4209	M	56+
4210	M	25-34
4211	M	45-49
4212	M	56+
4213	M	35-44
4214	F	25-34
4215	M	25-34
4216	M	25-34
4217	M	18-24
4218	M	50-55
4219	M	35-44
4220	M	35-44
4221	M	35-44
4222	F	45-49
4223	F	35-44
4224	F	45-49
4225	F	25-34
4226	F	35-44
4227	M	25-34
4228	M	50-55
4229	M	35-44
4230	M	56+
4231	F	50-55
4232	F	35-44
4233	M	35-44
4234	F	45-49
4235	M	50-55
4236	F	25-34
4237	M	25-34
4238	M	35-44
4239	M	50-55
4240	M	35-44
4241	M	35-44
4242	M	50-55
4243	M	56+
4244	M	35-44
4245	M	50-55
4246	F	35-44
4247	M	25-34
4248	M	25-34
4249	F	18-24
4250	F	50-55
4251	M	45-49
4252	F	35-44
4253	M	45-49
4254	M	25-34
4255	M	50-55
4256	F	Under 18
4257	M	50-55
4258	M	25-34
4259	M	35-44
4260	M	25-34
4261	F	35-44
4262	F	35-44
4263	M	25-34
4264	M	45-49
4265	M	25-34
4266	M	56+
4267	M	35-44
4268	F	45-49
4269	M	35-44
4270	M	45-49
4271	M	35-44
4272	M	45-49
4273	M	45-49
4274	F	45-49
4275	F	45-49
4276	F	45-49
4277	M	35-44
4278	F	45-49
4279	M	25-34
4280	M	35-44
4281	M	56+
4282	M	35-44
4283	F	25-34
4284	M	50-55
4285	M	35-44
4286	M	35-44
4287	M	25-34
4288	F	25-34
4289	M	35-44
4290	M	25-34
4291	M	35-44
4292	M	25-34
4293	F	45-49
4294	M	Under 18
4295	M	18-24
4296	M	56+
4297	M	45-49
4298	F	18-24
4299	F	25-34
4300	F	18-24
4301	M	35-44
4302	M	50-55
4303	M	25-34
4304	M	18-24
4305	F	45-49
4306	M	45-49
4307	M	25-34
4308	M	25-34
4309	M	25-34
4310	M	25-34
4311	M	50-55
4312	M	25-34
4313	F	25-34
4314	M	25-34
4315	M	18-24
4316	M	25-34
4317	F	35-44
4318	M	25-34
4319	M	35-44
4320	M	25-34
4321	M	45-49
4322	F	50-55
4323	M	18-24
4324	M	25-34
4325	M	25-34
4326	F	45-49
4327	M	35-44
4328	M	50-55
4329	F	25-34
4330	F	45-49
4331	M	35-44
4332	F	25-34
4333	M	50-55
4334	M	25-34
4335	M	35-44
4336	F	25-34
4337	M	18-24
4338	F	18-24
4339	M	25-34
4340	F	25-34
4341	M	35-44
4342	M	25-34
4343	M	25-34
4344	M	25-34
4345	F	25-34
4346	M	18-24
4347	F	18-24
4348	M	45-49
4349	M	18-24
4350	M	18-24
4351	M	25-34
4352	M	18-24
4353	M	25-34
4354	M	35-44
4355	M	50-55
4356	M	35-44
4357	F	35-44
4358	M	35-44
4359	M	18-24
4360	F	25-34
4361	M	35-44
4362	M	25-34
4363	M	35-44
4364	M	25-34
4365	F	50-55
4366	M	18-24
4367	M	35-44
4368	M	18-24
4369	M	50-55
4370	M	25-34
4371	F	18-24
4372	M	35-44
4373	M	50-55
4374	M	18-24
4375	F	25-34
4376	F	25-34
4377	M	25-34
4378	M	18-24
4379	M	25-34
4380	F	25-34
4381	M	25-34
4382	M	25-34
4383	F	18-24
4384	M	25-34
4385	M	25-34
4386	M	25-34
4387	F	18-24
4388	M	45-49
4389	M	25-34
4390	M	25-34
4391	F	18-24
4392	M	18-24
4393	M	18-24
4394	M	25-34
4395	M	50-55
4396	M	18-24
4397	M	18-24
4398	F	18-24
4399	F	18-24
4400	F	18-24
4401	M	18-24
4402	F	18-24
4403	M	25-34
4404	M	25-34
4405	M	25-34
4406	M	25-34
4407	M	18-24
4408	F	45-49
4409	M	25-34
4410	M	18-24
4411	M	18-24
4412	M	18-24
4413	M	Under 18
4414	M	25-34
4415	M	18-24
4416	M	18-24
4417	M	25-34
4418	F	50-55
4419	F	45-49
4420	M	25-34
4421	M	45-49
4422	M	25-34
4423	M	18-24
4424	M	25-34
4425	M	35-44
4426	M	45-49
4427	M	18-24
4428	M	25-34
4429	M	25-34
4430	F	25-34
4431	M	Under 18
4432	M	25-34
4433	M	25-34
4434	F	35-44
4435	M	25-34
4436	M	25-34
4437	F	35-44
4438	M	50-55
4439	M	35-44
4440	M	35-44
4441	M	18-24
4442	M	50-55
4443	M	56+
4444	F	25-34
4445	M	25-34
4446	M	18-24
4447	M	45-49
4448	M	25-34
4449	M	25-34
4450	M	25-34
4451	M	25-34
4452	F	25-34
4453	M	35-44
4454	M	25-34
4455	M	35-44
4456	F	35-44
4457	M	35-44
4458	F	25-34
4459	M	25-34
4460	M	25-34
4461	M	25-34
4462	F	25-34
4463	M	50-55
4464	F	50-55
4465	M	18-24
4466	M	35-44
4467	F	50-55
4468	F	35-44
4469	F	45-49
4470	M	35-44
4471	M	25-34
4472	F	45-49
4473	M	35-44
4474	M	35-44
4475	M	18-24
4476	M	45-49
4477	M	25-34
4478	M	Under 18
4479	M	50-55
4480	M	25-34
4481	M	25-34
4482	F	35-44
4483	F	25-34
4484	F	25-34
4485	M	25-34
4486	M	35-44
4487	M	25-34
4488	M	35-44
4489	M	18-24
4490	M	35-44
4491	M	18-24
4492	M	56+
4493	F	Under 18
4494	M	45-49
4495	M	18-24
4496	M	45-49
4497	M	50-55
4498	M	50-55
4499	M	25-34
4500	M	50-55
4501	M	25-34
4502	M	50-55
4503	M	56+
4504	F	25-34
4505	M	50-55
4506	M	50-55
4507	M	18-24
4508	M	25-34
4509	M	25-34
4510	M	45-49
4511	M	35-44
4512	M	25-34
4513	M	56+
4514	M	18-24
4515	M	56+
4516	M	18-24
4517	F	18-24
4518	M	25-34
4519	M	50-55
4520	M	25-34
4521	M	35-44
4522	M	45-49
4523	M	18-24
4524	M	25-34
4525	M	25-34
4526	M	25-34
4527	M	18-24
4528	M	25-34
4529	M	35-44
4530	F	35-44
4531	M	18-24
4532	M	25-34
4533	M	25-34
4534	M	18-24
4535	M	18-24
4536	M	18-24
4537	F	45-49
4538	M	25-34
4539	M	35-44
4540	F	25-34
4541	M	Under 18
4542	M	35-44
4543	M	25-34
4544	M	56+
4545	M	25-34
4546	M	25-34
4547	M	18-24
4548	M	18-24
4549	F	Under 18
4550	M	18-24
4551	M	18-24
4552	M	25-34
4553	F	35-44
4554	F	25-34
4555	F	18-24
4556	M	45-49
4557	M	25-34
4558	M	35-44
4559	M	25-34
4560	M	25-34
4561	F	25-34
4562	M	35-44
4563	F	25-34
4564	M	35-44
4565	M	35-44
4566	M	35-44
4567	M	18-24
4568	F	25-34
4569	M	25-34
4570	M	45-49
4571	M	35-44
4572	F	Under 18
4573	M	50-55
4574	M	25-34
4575	F	Under 18
4576	F	25-34
4577	M	35-44
4578	M	25-34
4579	F	18-24
4580	F	56+
4581	M	25-34
4582	F	25-34
4583	M	50-55
4584	F	45-49
4585	M	35-44
4586	M	25-34
4587	M	35-44
4588	F	25-34
4589	M	25-34
4590	F	18-24
4591	M	25-34
4592	M	18-24
4593	F	45-49
4594	M	35-44
4595	M	25-34
4596	F	18-24
4597	F	25-34
4598	F	35-44
4599	F	35-44
4600	M	25-34
4601	M	35-44
4602	M	35-44
4603	F	35-44
4604	M	25-34
4605	M	25-34
4606	F	Under 18
4607	M	25-34
4608	F	25-34
4609	F	25-34
4610	F	25-34
4611	F	18-24
4612	F	18-24
4613	M	25-34
4614	F	45-49
4615	M	25-34
4616	M	25-34
4617	F	25-34
4618	M	25-34
4619	F	25-34
4620	F	18-24
4621	M	25-34
4622	M	25-34
4623	M	25-34
4624	M	25-34
4625	M	25-34
4626	M	25-34
4627	M	56+
4628	F	56+
4629	F	18-24
4630	F	25-34
4631	M	18-24
4632	M	25-34
4633	M	Under 18
4634	M	50-55
4635	M	18-24
4636	M	18-24
4637	F	35-44
4638	M	25-34
4639	M	35-44
4640	M	25-34
4641	M	25-34
4642	M	25-34
4643	M	25-34
4644	M	50-55
4645	F	50-55
4646	F	25-34
4647	M	35-44
4648	M	18-24
4649	M	56+
4650	M	25-34
4651	F	45-49
4652	F	25-34
4653	M	35-44
4654	M	35-44
4655	F	25-34
4656	M	25-34
4657	M	45-49
4658	M	25-34
4659	F	25-34
4660	F	18-24
4661	M	45-49
4662	F	18-24
4663	M	25-34
4664	F	45-49
4665	M	35-44
4666	M	35-44
4667	M	25-34
4668	M	35-44
4669	M	35-44
4670	M	35-44
4671	M	25-34
4672	M	56+
4673	M	35-44
4674	F	35-44
4675	F	18-24
4676	M	45-49
4677	M	50-55
4678	M	35-44
4679	M	56+
4680	M	35-44
4681	F	35-44
4682	M	25-34
4683	M	25-34
4684	F	25-34
4685	M	35-44
4686	M	18-24
4687	M	35-44
4688	M	25-34
4689	M	18-24
4690	F	Under 18
4691	F	45-49
4692	F	25-34
4693	M	18-24
4694	M	56+
4695	M	18-24
4696	M	18-24
4697	M	18-24
4698	F	25-34
4699	F	18-24
4700	F	18-24
4701	M	45-49
4702	M	25-34
4703	M	25-34
4704	M	18-24
4705	F	18-24
4706	M	25-34
4707	M	Under 18
4708	M	25-34
4709	M	45-49
4710	F	35-44
4711	M	25-34
4712	M	35-44
4713	M	25-34
4714	M	50-55
4715	M	25-34
4716	F	25-34
4717	M	45-49
4718	M	35-44
4719	F	35-44
4720	M	25-34
4721	M	35-44
4722	M	35-44
4723	M	35-44
4724	F	56+
4725	M	35-44
4726	F	35-44
4727	F	56+
4728	M	25-34
4729	M	50-55
4730	M	50-55
4731	M	25-34
4732	M	25-34
4733	M	18-24
4734	M	50-55
4735	M	45-49
4736	M	18-24
4737	M	35-44
4738	M	56+
4739	M	25-34
4740	F	25-34
4741	M	35-44
4742	M	25-34
4743	M	56+
4744	M	50-55
4745	F	18-24
4746	M	50-55
4747	M	18-24
4748	M	45-49
4749	M	45-49
4750	F	25-34
4751	M	50-55
4752	F	18-24
4753	M	56+
4754	F	18-24
4755	F	56+
4756	M	56+
4757	M	35-44
4758	F	56+
4759	F	50-55
4760	M	35-44
4761	M	18-24
4762	F	25-34
4763	M	56+
4764	M	Under 18
4765	F	35-44
4766	M	35-44
4767	F	35-44
4768	M	25-34
4769	M	25-34
4770	F	35-44
4771	F	25-34
4772	M	56+
4773	M	45-49
4774	M	45-49
4775	M	25-34
4776	F	25-34
4777	M	25-34
4778	M	25-34
4779	M	45-49
4780	M	25-34
4781	F	50-55
4782	M	45-49
4783	M	25-34
4784	F	35-44
4785	F	25-34
4786	M	45-49
4787	M	Under 18
4788	M	35-44
